symbol,exchange,tickSz,tickBps,avgPx,avgVol,avgNtl,volatility,dailyRange,tickRange,startDate,endDate
NGHCZ,NASDAQ,0.01,3.83,26.0931,8231,214772,0.1631,0.1944,19,1/7/2019,1/11/2019
NGM,NASDAQ,0.01,7.06,14.166,112665,1596012,0.5875,0.876,88,1/7/2019,1/11/2019
NH,NASDAQ,0.0001,1.6,0.6257,98541,61657,0.0361,0.0587,587,1/7/2019,1/11/2019
NHLD,NASDAQ,0.01,38.45,2.6005,7169,18643,0.0799,0.0926,9,1/7/2019,1/11/2019
NHTC,NASDAQ,0.01,13.85,7.2193,71909,519133,0.2141,0.3251,33,1/7/2019,1/11/2019
NICE,NASDAQ,0.01,0.67,149.7277,200430,30009923,1.7303,2.5515,255,1/7/2019,1/11/2019
NICK,NASDAQ,0.01,11.28,8.8634,8266,73265,0.2041,0.249,25,1/7/2019,1/11/2019
NIU,NASDAQ,0.01,12.76,7.839,212317,1664353,0.2385,0.3788,38,1/7/2019,1/11/2019
NK,NASDAQ,0.01,81.41,1.2284,144245,177191,0.0524,0.0903,9,1/7/2019,1/11/2019
NKSH,NASDAQ,0.01,2.68,37.2686,8122,302696,0.7207,1.0976,110,1/7/2019,1/11/2019
NKTR,NASDAQ,0.01,4.46,22.4097,3260366,73063824,1.2519,1.0834,108,1/7/2019,1/11/2019
NLOK,NASDAQ,0.01,4.29,23.3229,7666647,178808441,0.6355,0.5026,50,1/7/2019,1/11/2019
NLTX,NASDAQ,0.01,33.47,2.9881,122603,366350,0.1353,0.209,21,1/7/2019,1/11/2019
NMCI,NASDAQ,0.01,48.82,2.0482,28292,57948,0.0789,0.1238,12,1/7/2019,1/11/2019
NMIH,NASDAQ,0.01,3.64,27.5012,441724,12147940,0.6116,0.8448,84,1/7/2019,1/11/2019
NMRD,NASDAQ,0.01,12.19,8.2003,48251,395673,0.3782,0.634,63,1/7/2019,1/11/2019
NMRK,NASDAQ,0.01,10.72,9.3323,734871,6858037,0.2308,0.2978,30,1/7/2019,1/11/2019
NNBR,NASDAQ,0.01,13.67,7.3134,236253,1727813,0.2997,0.4203,42,1/7/2019,1/11/2019
NNDM,NASDAQ,0.01,27.75,3.6042,396487,1429018,0.2329,0.3668,37,1/7/2019,1/11/2019
NODK,NASDAQ,0.01,5.86,17.0763,7117,121532,0.2041,0.3352,34,1/7/2019,1/11/2019
NOVN,NASDAQ,0.01,39.17,2.5527,58729,149918,0.0855,0.1753,18,1/7/2019,1/11/2019
NOVT,NASDAQ,0.01,1.22,81.9237,146569,12007475,1.6533,2.4094,241,1/7/2019,1/11/2019
NPAUU,NASDAQ,0.01,9.94,10.064,238689,2402166,0.0104,0.0148,1,1/7/2019,1/11/2019
NRBO,NASDAQ,0.01,7.45,13.4209,203709,2733958,1.0109,1.3875,139,1/7/2019,1/11/2019
NRC,NASDAQ,0.01,1.64,60.8299,49257,2996298,1.0063,1.9265,193,1/7/2019,1/11/2019
NRIM,NASDAQ,0.01,2.67,37.4706,15444,578696,0.6816,0.8886,89,1/7/2019,1/11/2019
NSEC,NASDAQ,0.01,8.61,11.6173,643,7470,0.4958,0.1331,13,1/7/2019,1/11/2019
NSIT,NASDAQ,0.01,1.85,54.1312,283170,15328332,0.948,1.3529,135,1/7/2019,1/11/2019
NSSC,NASDAQ,0.01,3.56,28.0793,179651,5044474,1.0318,1.2342,123,1/7/2019,1/11/2019
NSTG,NASDAQ,0.01,3.97,25.2091,477359,12033791,0.8939,1.2864,129,1/7/2019,1/11/2019
NSYS,NASDAQ,0.01,30.62,3.2657,3938,12860,0.0857,0.1027,10,1/7/2019,1/11/2019
NTAP,NASDAQ,0.01,1.87,53.4748,2579367,137931134,1.5837,1.328,133,1/7/2019,1/11/2019
NTCT,NASDAQ,0.01,4.28,23.3887,449616,10515934,0.5072,0.6479,65,1/7/2019,1/11/2019
NTEC,NASDAQ,0.01,87.73,1.1398,1993245,2271901,0.2834,0.13,13,1/7/2019,1/11/2019
NTES,NASDAQ,0.01,0.39,259.6862,695887,180712251,6.3191,7.7574,776,1/7/2019,1/11/2019
NTGR,NASDAQ,0.01,3.2,31.2721,400892,12536735,1.0001,1.0753,108,1/7/2019,1/11/2019
NTIC,NASDAQ,0.01,8.59,11.6413,9933,115633,0.2658,0.4415,44,1/7/2019,1/11/2019
NTLA,NASDAQ,0.01,6.79,14.7262,485377,7147759,0.4496,0.7097,71,1/7/2019,1/11/2019
NTNX,NASDAQ,0.01,4.11,24.3288,3663237,89122160,0.8263,1.0752,108,1/7/2019,1/11/2019
NTRA,NASDAQ,0.01,3.17,31.5378,653903,20622662,1.1349,1.5066,151,1/7/2019,1/11/2019
NTRP,NASDAQ,0.01,28.54,3.5038,450158,1577264,0.4179,0.3742,37,1/7/2019,1/11/2019
NTRS,NASDAQ,0.01,1.08,92.4871,1073129,99250589,1.5914,1.9007,190,1/7/2019,1/11/2019
NTRSO,NASDAQ,0.01,3.98,25.12,2168250,54466440,0,0.045,4,1/7/2019,1/11/2019
NTUS,NASDAQ,0.01,3.34,29.9047,183227,5479348,0.5212,0.9957,100,1/7/2019,1/11/2019
NTWK,NASDAQ,0.01,18.15,5.5084,17828,98204,0.1282,0.2203,22,1/7/2019,1/11/2019
NUAN,NASDAQ,0.01,6.83,14.6417,2236207,32741872,0.2594,0.3253,33,1/7/2019,1/11/2019
NURO,NASDAQ,0.01,2.81,35.593,11953,425443,2.1865,3.9884,399,1/7/2019,1/11/2019
NUVA,NASDAQ,0.01,1.58,63.2206,457400,28917102,1.2568,1.7653,177,1/7/2019,1/11/2019
NVAX,NASDAQ,0.01,19.07,5.2437,765036,4011619,0.3586,0.3941,39,1/7/2019,1/11/2019
NVCN,NASDAQ,0.01,28.78,3.4751,100850,350464,0.1478,0.2685,27,1/7/2019,1/11/2019
NVCR,NASDAQ,0.01,1.27,78.5847,791752,62219593,2.3674,3.1831,318,1/7/2019,1/11/2019
NVDA,NASDAQ,0.01,0.57,174.2819,9070199,1580771515,4.1739,4.7021,470,1/7/2019,1/11/2019
NVEC,NASDAQ,0.01,1.49,67.0465,37229,2496074,1.2707,2.3701,237,1/7/2019,1/11/2019
NVEE,NASDAQ,0.01,1.39,72.0163,109200,7864180,1.6753,2.3251,233,1/7/2019,1/11/2019
NVFY,NASDAQ,0.01,28.91,3.4593,33643,116381,0.1072,0.1919,19,1/7/2019,1/11/2019
NVIV,NASDAQ,0.01,5.7,17.5395,15109,265004,0.9273,1.6709,167,1/7/2019,1/11/2019
NVMI,NASDAQ,0.01,3.38,29.5912,90463,2676909,0.542,0.7462,75,1/7/2019,1/11/2019
NVUS,NASDAQ,0.0001,1.37,0.732,90920,66553,0.0381,0.0757,757,1/7/2019,1/11/2019
NWBI,NASDAQ,0.01,5.99,16.684,460136,7676909,0.1998,0.3028,30,1/7/2019,1/11/2019
NWFL,NASDAQ,0.01,3.1,32.3081,5069,163770,0.5437,0.8806,88,1/7/2019,1/11/2019
NWL,NASDAQ,0.01,5.91,16.9137,4861329,82223060,0.3731,0.4955,50,1/7/2019,1/11/2019
NWLI,NASDAQ,0.01,0.38,264.1219,6173,1630424,3.1766,4.5558,456,1/7/2019,1/11/2019
NWPX,NASDAQ,0.01,3.82,26.1501,27812,727287,0.6439,1.0395,104,1/7/2019,1/11/2019
NWS,NASDAQ,0.01,7.14,13.9998,558317,7816326,0.2104,0.2855,29,1/7/2019,1/11/2019
NWSA,NASDAQ,0.01,7.32,13.653,2461223,33603078,0.215,0.2903,29,1/7/2019,1/11/2019
NXGN,NASDAQ,0.01,6.1,16.3921,289098,4738923,0.5732,0.5499,55,1/7/2019,1/11/2019
NXPI,NASDAQ,0.01,0.96,103.9523,2999637,311819165,2.2559,2.6773,268,1/7/2019,1/11/2019
NXST,NASDAQ,0.01,0.99,100.6323,468305,47126609,2.4911,3.2829,328,1/7/2019,1/11/2019
NXTC,NASDAQ,0.01,3.66,27.3067,79379,2167579,1.4548,2.1786,218,1/7/2019,1/11/2019
NXTD,NASDAQ,0.0001,1.99,0.5018,262829,131888,0.0304,0.0547,547,1/7/2019,1/11/2019
NXTG,NASDAQ,0.01,1.99,50.1574,24180,1212806,0.4913,0.5379,54,1/7/2019,1/11/2019
NYMT,NASDAQ,0.01,16.27,6.1478,3325979,20447454,0.0514,0.0633,6,1/7/2019,1/11/2019
NYMTM,NASDAQ,0.01,4.01,24.95,168680,4208566,0.032,0.0944,9,1/7/2019,1/11/2019
NYMTN,NASDAQ,0.01,4.01,24.9143,28777,716959,0.0828,0.1164,12,1/7/2019,1/11/2019
NYMTO,NASDAQ,0.01,3.99,25.0636,6687,167600,0.1149,0.1324,13,1/7/2019,1/11/2019
NYMTP,NASDAQ,0.01,4.02,24.9014,6536,162756,0.1175,0.155,16,1/7/2019,1/11/2019
NYMX,NASDAQ,0.01,55.4,1.8051,71413,128908,0.0655,0.111,11,1/7/2019,1/11/2019
OAS,NASDAQ,0.01,27.26,3.6681,11939706,43796036,0.2444,0.279,28,1/7/2019,1/11/2019
OBAS,NASDAQ,0.01,8.26,12.1007,743,8991,0.3358,0.1572,16,1/7/2019,1/11/2019
OBCI,NASDAQ,0.01,29.12,3.4345,9434,32401,0.0689,0.1006,10,1/7/2019,1/11/2019
OBLN,NASDAQ,0.01,31.56,3.1683,1041531,3299883,0.5777,0.4081,41,1/7/2019,1/11/2019
OBNK,NASDAQ,0.01,2.98,33.5101,91027,3050324,0.56,0.9137,91,1/7/2019,1/11/2019
OBSV,NASDAQ,0.01,11.12,8.9945,41452,372840,0.2847,0.5117,51,1/7/2019,1/11/2019
OCC,NASDAQ,0.01,28.41,3.5205,5929,20873,0.1166,0.1612,16,1/7/2019,1/11/2019
OCCI,NASDAQ,0.01,5.86,17.0522,15203,259245,0.1999,0.2577,26,1/7/2019,1/11/2019
OCCIP,NASDAQ,0.01,3.89,25.6757,1124,28859,0.095,0.1296,13,1/7/2019,1/11/2019
OCFC,NASDAQ,0.01,4.29,23.3183,209885,4894161,0.3553,0.4867,49,1/7/2019,1/11/2019
OCGN,NASDAQ,0.01,10.44,9.5744,5583965,53463114,1.0163,1.0121,101,1/7/2019,1/11/2019
OCSI,NASDAQ,0.01,12.17,8.2176,36830,302654,0.0536,0.1027,10,1/7/2019,1/11/2019
OCSL,NASDAQ,0.01,19.17,5.2169,320944,1674333,0.0491,0.0824,8,1/7/2019,1/11/2019
OCUL,NASDAQ,0.01,24.21,4.1303,595143,2458119,0.1723,0.2893,29,1/7/2019,1/11/2019
ODFL,NASDAQ,0.01,0.9,110.722,720529,79778412,1.759,2.7559,276,1/7/2019,1/11/2019
ODP,NASDAQ,0.01,5.66,17.6628,563623,9955160,0.6555,1.0372,104,1/7/2019,1/11/2019
ODT,NASDAQ,0.01,3.12,32.0687,117722,3775192,1.1444,1.8622,186,1/7/2019,1/11/2019
OESX,NASDAQ,0.01,35.43,2.8227,216002,609709,0.0985,0.1592,16,1/7/2019,1/11/2019
OFED,NASDAQ,0.01,4.36,22.9377,1186,27204,0.3159,0.2224,22,1/7/2019,1/11/2019
OFIX,NASDAQ,0.01,1.95,51.2394,135058,6920291,1.2306,1.3902,139,1/7/2019,1/11/2019
OFLX,NASDAQ,0.01,1.16,86.0709,14242,1225822,1.7944,2.7276,273,1/7/2019,1/11/2019
OFS,NASDAQ,0.01,8.66,11.546,39352,454358,0.1331,0.207,21,1/7/2019,1/11/2019
OFSSI,NASDAQ,0.01,4.04,24.74,21809,539555,0.1195,0.1419,14,1/7/2019,1/11/2019
OFSSZ,NASDAQ,0.01,3.93,25.4367,1608,40902,0.1271,0.0821,8,1/7/2019,1/11/2019
OGI,NASDAQ,0.01,21.04,4.7535,1340721,6373117,0.1998,0.3062,31,1/7/2019,1/11/2019
OIIM,NASDAQ,0.01,74.92,1.3347,21429,28601,0.0358,0.0528,5,1/7/2019,1/11/2019
OKTA,NASDAQ,0.01,0.83,120.7794,2423922,292759845,3.5866,5.199,520,1/7/2019,1/11/2019
OLD,NASDAQ,0.01,3.29,30.3943,11856,360355,0.2356,0.2696,27,1/7/2019,1/11/2019
OLED,NASDAQ,0.01,0.52,192.508,656949,126467938,5.6673,6.5487,655,1/7/2019,1/11/2019
OLLI,NASDAQ,0.01,1.41,71.0295,1281899,91052645,2.7711,2.1712,217,1/7/2019,1/11/2019
OMAB,NASDAQ,0.01,2.05,48.7727,56791,2769850,0.7442,1.0735,107,1/7/2019,1/11/2019
OMCL,NASDAQ,0.01,1.37,73.2298,351681,25753529,2.1283,2.5451,255,1/7/2019,1/11/2019
OMER,NASDAQ,0.01,5.95,16.7976,409222,6873947,0.4954,0.7538,75,1/7/2019,1/11/2019
OMEX,NASDAQ,0.01,22.46,4.4524,15207,67708,0.157,0.2892,29,1/7/2019,1/11/2019
OMP,NASDAQ,0.01,5.65,17.6999,142423,2520873,0.443,0.5296,53,1/7/2019,1/11/2019
ON,NASDAQ,0.01,5.22,19.1592,5710351,109405757,0.5512,0.6002,60,1/7/2019,1/11/2019
ONB,NASDAQ,0.01,5.83,17.1581,886990,15219063,0.2314,0.3424,34,1/7/2019,1/11/2019
ONCS,NASDAQ,0.01,47.25,2.1164,234510,496317,0.1119,0.1708,17,1/7/2019,1/11/2019
ONCT,NASDAQ,0.01,19.59,5.105,25003,127640,0.2728,0.3857,39,1/7/2019,1/11/2019
ONCY,NASDAQ,0.0001,1.12,0.8906,305215,271824,0.0706,0.0833,833,1/7/2019,1/11/2019
ONEQ,NASDAQ,0.01,0.32,317.3419,35023,11114265,3.3698,3.5936,359,1/7/2019,1/11/2019
ONTX,NASDAQ,0.01,53,1.8869,270452,510316,0.1211,0.177,18,1/7/2019,1/11/2019
ONVO,NASDAQ,0.0001,3.03,0.3305,649892,214789,0.019,0.0281,281,1/7/2019,1/11/2019
OPBK,NASDAQ,0.01,10.4,9.6109,29748,285905,0.2021,0.3119,31,1/7/2019,1/11/2019
OPCH,NASDAQ,0.01,7.88,12.6828,250509,3177156,0.3522,0.6228,62,1/7/2019,1/11/2019
OPES,NASDAQ,0.01,9.66,10.3571,72322,749046,0.0162,0.0212,2,1/7/2019,1/11/2019
OPESU,NASDAQ,0.01,9.47,10.5602,3823,40372,0.0541,0.0088,1,1/7/2019,1/11/2019
OPGN,NASDAQ,0.01,16.14,6.197,457728,2836540,0.5613,0.8276,83,1/7/2019,1/11/2019
OPHC,NASDAQ,0.01,31.75,3.1492,16327,51417,0.199,0.2205,22,1/7/2019,1/11/2019
OPI,NASDAQ,0.01,3.47,28.8148,235606,6788940,0.463,0.758,76,1/7/2019,1/11/2019
OPINI,NASDAQ,0.01,3.88,25.7671,24753,637813,0.1283,0.1811,18,1/7/2019,1/11/2019
OPK,NASDAQ,0.01,49.87,2.0051,4276144,8574096,0.0729,0.107,11,1/7/2019,1/11/2019
OPNT,NASDAQ,0.01,7.05,14.1751,19380,274713,0.4409,0.6962,70,1/7/2019,1/11/2019
OPOF,NASDAQ,0.01,4.28,23.3626,3181,74316,0.3847,0.2721,27,1/7/2019,1/11/2019
OPRA,NASDAQ,0.01,9.05,11.0494,200116,2211162,0.431,0.6905,69,1/7/2019,1/11/2019
OPRT,NASDAQ,0.01,6.3,15.8692,200450,3180981,0.3539,0.9433,94,1/7/2019,1/11/2019
OPRX,NASDAQ,0.01,6.72,14.8874,91357,1360068,0.3589,0.7223,72,1/7/2019,1/11/2019
OPTN,NASDAQ,0.01,14.77,6.772,226484,1533750,0.3125,0.5208,52,1/7/2019,1/11/2019
OPTT,NASDAQ,0.01,58.88,1.6984,297230,504815,0.082,0.1264,13,1/7/2019,1/11/2019
ORBC,NASDAQ,0.01,17.96,5.5685,1025030,5707880,0.2585,0.2571,26,1/7/2019,1/11/2019
ORGO,NASDAQ,0.01,16.72,5.9794,77147,461293,0.3002,0.4603,46,1/7/2019,1/11/2019
ORGS,NASDAQ,0.01,23.57,4.2429,24315,103166,0.1404,0.2394,24,1/7/2019,1/11/2019
ORLY,NASDAQ,0.01,0.25,393.2029,546864,215028511,6.4907,7.9591,796,1/7/2019,1/11/2019
ORMP,NASDAQ,0.01,30.51,3.278,44343,145356,0.0817,0.1466,15,1/7/2019,1/11/2019
ORRF,NASDAQ,0.01,4.58,21.8194,15659,341670,0.3554,0.5535,55,1/7/2019,1/11/2019
ORSNU,NASDAQ,0.01,9.98,10.0178,20401,204373,0.0159,0.0075,1,1/7/2019,1/11/2019
ORTX,NASDAQ,0.01,7.45,13.4284,184751,2480910,0.4629,0.7706,77,1/7/2019,1/11/2019
OSBC,NASDAQ,0.01,8.12,12.3117,62634,771131,0.1731,0.2952,30,1/7/2019,1/11/2019
OSIS,NASDAQ,0.01,0.95,105.3328,180541,19016889,1.3879,2.0833,208,1/7/2019,1/11/2019
OSMT,NASDAQ,0.01,27.74,3.6044,100080,360728,0.1963,0.2852,29,1/7/2019,1/11/2019
OSN,NASDAQ,0.01,31,3.226,261917,844944,0.1725,0.3637,36,1/7/2019,1/11/2019
OSPN,NASDAQ,0.01,6.81,14.6892,187619,2755973,0.5388,0.5672,57,1/7/2019,1/11/2019
OSS,NASDAQ,0.01,44.64,2.24,190347,426377,0.1167,0.199,20,1/7/2019,1/11/2019
OSTK,NASDAQ,0.01,6.14,16.2791,5596012,91098039,1.4962,1.8086,181,1/7/2019,1/11/2019
OSUR,NASDAQ,0.01,12.74,7.8491,579184,4546073,0.1663,0.2663,27,1/7/2019,1/11/2019
OSW,NASDAQ,0.01,6.4,15.6215,374686,5853157,0.2396,0.4089,41,1/7/2019,1/11/2019
OTEL,NASDAQ,0.01,7.82,12.7801,4327,55299,0.3884,0.2402,24,1/7/2019,1/11/2019
OTEX,NASDAQ,0.01,2.46,40.6033,552942,22451270,0.5789,0.6727,67,1/7/2019,1/11/2019
OTIC,NASDAQ,0.01,42.84,2.3343,46405,108323,0.0626,0.1001,10,1/7/2019,1/11/2019
OTLK,NASDAQ,0.01,56.73,1.7628,633278,1116342,0.1095,0.147,15,1/7/2019,1/11/2019
OTTR,NASDAQ,0.01,1.89,52.8829,72040,3809684,0.4938,0.905,90,1/7/2019,1/11/2019
OVBC,NASDAQ,0.01,2.83,35.2855,5158,182003,0.8541,1.2752,128,1/7/2019,1/11/2019
OVID,NASDAQ,0.01,43.39,2.3045,497369,1146187,0.1651,0.1938,19,1/7/2019,1/11/2019
OVLY,NASDAQ,0.01,5.69,17.5894,6026,105994,0.2772,0.3812,38,1/7/2019,1/11/2019
OXBR,NASDAQ,0.0001,1.04,0.9579,27634,26471,0.0419,0.0881,881,1/7/2019,1/11/2019
OXFD,NASDAQ,0.01,7.02,14.2371,171351,2439541,0.3497,0.4559,46,1/7/2019,1/11/2019
OXLC,NASDAQ,0.01,10.06,9.9377,670378,6662015,0.1294,0.1766,18,1/7/2019,1/11/2019
OXLCM,NASDAQ,0.01,3.91,25.5906,2077,53152,0.0881,0.1229,12,1/7/2019,1/11/2019
OXLCO,NASDAQ,0.01,3.93,25.471,5950,151552,0.0473,0.0749,7,1/7/2019,1/11/2019
OXSQ,NASDAQ,0.01,16.02,6.2416,172765,1078330,0.1017,0.0971,10,1/7/2019,1/11/2019
OXSQL,NASDAQ,0.01,3.91,25.6,1242,31795,0.0935,0.0735,7,1/7/2019,1/11/2019
OXSQZ,NASDAQ,0.01,3.97,25.1719,7703,193899,0.1384,0.1104,11,1/7/2019,1/11/2019
OZK,NASDAQ,0.01,3.6,27.7988,939608,26119975,0.6016,0.8222,82,1/7/2019,1/11/2019
PAAS,NASDAQ,0.01,6.16,16.2291,3493473,56695923,0.4604,0.6129,61,1/7/2019,1/11/2019
PACB,NASDAQ,0.01,18.34,5.4523,1511900,8243332,0.1332,0.175,18,1/7/2019,1/11/2019
PACQ,NASDAQ,0.01,9.79,10.2197,181286,1852689,0.0159,0.0176,2,1/7/2019,1/11/2019
PACQU,NASDAQ,0.01,9.3,10.751,15920,171156,0.0398,0.0318,3,1/7/2019,1/11/2019
PACQW,NASDAQ,0.01,92.73,1.0784,42306,45623,0.0196,0.0217,2,1/7/2019,1/11/2019
PACW,NASDAQ,0.01,2.76,36.1722,787687,28492372,0.649,0.8569,86,1/7/2019,1/11/2019
PAE,NASDAQ,0.01,9.92,10.0809,37342,376441,0.0139,0.0122,1,1/7/2019,1/11/2019
PAHC,NASDAQ,0.01,3.86,25.8778,215642,5580341,1.1669,0.9428,94,1/7/2019,1/11/2019
PANL,NASDAQ,0.01,30.4,3.2895,12835,42221,0.0666,0.0849,8,1/7/2019,1/11/2019
PATI,NASDAQ,0.01,5.66,17.6694,923,16309,0.3837,0.2486,25,1/7/2019,1/11/2019
PATK,NASDAQ,0.01,2.36,42.285,186785,7898204,1.2958,1.7343,173,1/7/2019,1/11/2019
PAVM,NASDAQ,0.0001,1.01,0.9876,121456,119950,0.0185,0.0394,394,1/7/2019,1/11/2019
PAVMW,NASDAQ,0.0001,6.72,0.1488,253,38,0.0494,0.0127,127,1/7/2019,1/11/2019
PAYS,NASDAQ,0.01,7.93,12.613,1572843,19838269,0.7891,1.078,108,1/7/2019,1/11/2019
PAYX,NASDAQ,0.01,1.2,83.3281,1579586,131623900,1.0095,1.3829,138,1/7/2019,1/11/2019
PBCT,NASDAQ,0.01,6.36,15.7122,4115502,64663591,0.2624,0.3334,33,1/7/2019,1/11/2019
PBCTP,NASDAQ,0.01,3.67,27.2123,22592,614780,0.2142,0.3299,33,1/7/2019,1/11/2019
PBFS,NASDAQ,0.01,7.3,13.6985,158727,2174322,0.2102,0.2628,26,1/7/2019,1/11/2019
PBHC,NASDAQ,0.01,7.46,13.398,2620,35103,0.2524,0.2455,25,1/7/2019,1/11/2019
PBIP,NASDAQ,0.01,5.81,17.1997,5529,95097,0.3201,0.4502,45,1/7/2019,1/11/2019
PBPB,NASDAQ,0.01,22.86,4.3736,231793,1013770,0.1468,0.223,22,1/7/2019,1/11/2019
PBTS,NASDAQ,0.01,27.9,3.5836,47799,171292,0.2011,0.3026,30,1/7/2019,1/11/2019
PBYI,NASDAQ,0.01,10.04,9.9556,1470127,14635996,0.5147,0.6399,64,1/7/2019,1/11/2019
PCAR,NASDAQ,0.01,1.45,69.1774,1793342,124058737,1.1782,1.5402,154,1/7/2019,1/11/2019
PCB,NASDAQ,0.01,6.03,16.576,28700,475731,0.218,0.3793,38,1/7/2019,1/11/2019
PCH,NASDAQ,0.01,2.53,39.5521,335055,13252129,0.6138,0.874,87,1/7/2019,1/11/2019
PCOM,NASDAQ,0.01,8.71,11.4863,48103,552525,0.2251,0.4416,44,1/7/2019,1/11/2019
PCRX,NASDAQ,0.01,2.53,39.5463,687193,27175941,0.8727,1.3448,134,1/7/2019,1/11/2019
PCSB,NASDAQ,0.01,5.03,19.8792,30490,606117,0.2061,0.3322,33,1/7/2019,1/11/2019
PCTI,NASDAQ,0.01,15.43,6.4824,148584,963181,0.2228,0.2714,27,1/7/2019,1/11/2019
PCTY,NASDAQ,0.01,0.99,101.4816,347297,35244255,2.6786,3.3743,337,1/7/2019,1/11/2019
PCYG,NASDAQ,0.01,17.92,5.5808,43859,244768,0.2119,0.3,30,1/7/2019,1/11/2019
PCYO,NASDAQ,0.01,9.34,10.7059,25648,274585,0.1862,0.3018,30,1/7/2019,1/11/2019
PDBC,NASDAQ,0.01,6.3,15.8714,1434738,22771301,0.1526,0.1598,16,1/7/2019,1/11/2019
PDCE,NASDAQ,0.01,3.55,28.171,1525247,42967733,1.0338,1.3892,139,1/7/2019,1/11/2019
PDCO,NASDAQ,0.01,5.49,18.2102,1147940,20904217,0.3473,0.543,54,1/7/2019,1/11/2019
PDD,NASDAQ,0.01,3.44,29.044,7117699,206726450,1.0257,1.1664,117,1/7/2019,1/11/2019
PDEV,NASDAQ,0.01,4.09,24.4502,9479,231763,0.1876,0.0038,0,1/7/2019,1/11/2019
PDEX,NASDAQ,0.01,7.07,14.1438,12729,180036,0.3651,0.6024,60,1/7/2019,1/11/2019
PDFS,NASDAQ,0.01,7.66,13.0494,109740,1432041,0.2434,0.3494,35,1/7/2019,1/11/2019
PDLB,NASDAQ,0.01,7.08,14.1144,14174,200058,0.1564,0.2673,27,1/7/2019,1/11/2019
PDLI,NASDAQ,0.01,38.18,2.6193,1348336,3531696,0.0781,0.1069,11,1/7/2019,1/11/2019
PDP,NASDAQ,0.01,1.63,61.431,121285,7450659,0.6119,0.6543,65,1/7/2019,1/11/2019
PDSB,NASDAQ,0.01,19.33,5.1731,59324,306889,0.2652,0.3636,36,1/7/2019,1/11/2019
PEBK,NASDAQ,0.01,3.51,28.4913,7716,219839,0.428,0.6259,63,1/7/2019,1/11/2019
PEBO,NASDAQ,0.01,3.15,31.7419,46038,1461334,0.4046,0.611,61,1/7/2019,1/11/2019
PECK,NASDAQ,0.01,21.25,4.7065,31697,149182,0.2859,0.481,48,1/7/2019,1/11/2019
PEGA,NASDAQ,0.01,1.37,72.7978,276540,20131504,1.1809,1.5959,160,1/7/2019,1/11/2019
PEIX,NASDAQ,0.0001,1.6,0.6264,440003,275618,0.0291,0.06,600,1/7/2019,1/11/2019
PENN,NASDAQ,0.01,5.21,19.2027,1647662,31639559,0.4126,0.6313,63,1/7/2019,1/11/2019
PEP,NASDAQ,0.01,0.75,133.9998,4029067,539894172,1.3677,1.8657,187,1/7/2019,1/11/2019
PERI,NASDAQ,0.01,20.35,4.9148,350255,1721433,0.2209,0.3014,30,1/7/2019,1/11/2019
PESI,NASDAQ,0.01,24.15,4.1407,15574,64487,0.1568,0.2014,20,1/7/2019,1/11/2019
PETQ,NASDAQ,0.01,3.32,30.0892,399090,12008299,0.8749,1.2972,130,1/7/2019,1/11/2019
PETS,NASDAQ,0.01,5.61,17.8312,913200,16283452,0.882,0.8502,85,1/7/2019,1/11/2019
PETZ,NASDAQ,0.01,78.41,1.2753,237478,302856,0.1511,0.1705,17,1/7/2019,1/11/2019
PEY,NASDAQ,0.01,5.54,18.0628,150209,2713195,0.1513,0.1748,17,1/7/2019,1/11/2019
PEZ,NASDAQ,0.01,1.83,54.6572,14640,800181,0.6069,0.426,43,1/7/2019,1/11/2019
PFBC,NASDAQ,0.01,1.95,51.3688,64262,3301062,0.8085,1.2243,122,1/7/2019,1/11/2019
PFBI,NASDAQ,0.01,6.14,16.2901,23934,389887,0.2542,0.4571,46,1/7/2019,1/11/2019
PFF,NASDAQ,0.01,2.68,37.2762,3487064,129984495,0.0995,0.1226,12,1/7/2019,1/11/2019
PFG,NASDAQ,0.01,1.79,55.92,1087384,60806513,0.9281,1.1,110,1/7/2019,1/11/2019
PFI,NASDAQ,0.01,2.65,37.6723,38022,1432376,0.3755,0.346,35,1/7/2019,1/11/2019
PFIE,NASDAQ,0.01,62.22,1.6072,94945,152596,0.0551,0.0829,8,1/7/2019,1/11/2019
PFIN,NASDAQ,0.01,13.97,7.1597,1259,9014,0.1668,0.1343,13,1/7/2019,1/11/2019
PFIS,NASDAQ,0.01,2.2,45.4992,7543,343200,0.6282,0.9351,94,1/7/2019,1/11/2019
PFLT,NASDAQ,0.01,8.65,11.5581,135593,1567197,0.0827,0.1191,12,1/7/2019,1/11/2019
PFM,NASDAQ,0.01,3.42,29.2106,15681,458051,0.2222,0.1972,20,1/7/2019,1/11/2019
PFMT,NASDAQ,0.01,87.62,1.1413,24014,27407,0.0497,0.072,7,1/7/2019,1/11/2019
PFPT,NASDAQ,0.01,0.81,122.8038,691400,84906547,2.7678,3.6264,363,1/7/2019,1/11/2019
PFSW,NASDAQ,0.01,33.4,2.9941,46323,138696,0.1453,0.2358,24,1/7/2019,1/11/2019
PGC,NASDAQ,0.01,3.57,27.9764,66095,1849100,0.408,0.5935,59,1/7/2019,1/11/2019
PGEN,NASDAQ,0.01,16.58,6.0303,1033592,6232870,0.2593,0.3938,39,1/7/2019,1/11/2019
